shiptype,ton,length
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,80
Cargo ships,2405,79
Cargo ships,2405,78
Cargo ships,2405,78
Cargo ships,2405,78
Cargo ships,2405,78
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,77
Cargo ships,2405,76
Cargo ships,2405,76
Cargo ships,2405,75
Cargo ships,2405,75
Cargo ships,2405,74
Cargo ships,2405,74
Cargo ships,2405,73
Cargo ships,2405,73
Cargo ships,2405,73
Cargo ships,2405,72
Cargo ships,2405,72
Cargo ships,2405,72
Cargo ships,2405,72
Cargo ships,2405,72
Cargo ships,2405,72
Cargo ships,2405,71
Cargo ships,2405,70
Cargo ships,2405,70
Cargo ships,2405,70
Cargo ships,2405,70
Cargo ships,2405,70
Cargo ships,2405,68
Cargo ships,2405,68
Cargo ships,2405,66
Cargo ships,2405,66
Cargo ships,2405,61
Cargo ships,2405,60
Cargo ships,2405,60
Cargo ships,2405,60
Cargo ships,2405,59
Cargo ships,2405,50
Cargo ships,2405,50
Cargo ships,2405,30
Cargo ships,2405,20
Cargo ships,2405,20
Cargo ships,2405,12
Cargo ships,2405,12
Cargo ships,2405,12
Cargo ships,2405,12
Cargo ships,2405,12
Cargo ships,2405,10
Cargo ships,2405,8
Cargo ships,2484,83
Cargo ships,2484,83
Cargo ships,2484,83
Cargo ships,2484,83
Cargo ships,2484,83
Cargo ships,2484,83
Cargo ships,2484,81
Cargo ships,2484,81
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,80
Cargo ships,2484,79
Cargo ships,2484,78
Cargo ships,2484,78
Cargo ships,2484,77
Cargo ships,2484,76
Cargo ships,2484,75
Cargo ships,2484,75
Cargo ships,2484,75
Cargo ships,2484,73
Cargo ships,2484,73
Cargo ships,2484,73
Cargo ships,2484,72
Cargo ships,2484,72
Cargo ships,2484,72
Cargo ships,2484,71
Cargo ships,2484,71
Cargo ships,2484,70
Cargo ships,2484,70
Cargo ships,2484,70
Cargo ships,2484,70
Cargo ships,2484,70
Cargo ships,2484,70
Cargo ships,2484,68
Cargo ships,2484,65
Cargo ships,2484,63
Cargo ships,2484,60
Cargo ships,2484,46
Cargo ships,2484,43
Cargo ships,2484,23
Cargo ships,2484,16
Cargo ships,2484,13
Cargo ships,2484,13
Cargo ships,2484,13
Cargo ships,2484,11
Cargo ships,2484,10
Cargo ships,2484,10
Cargo ships,2484,10
Cargo ships,2484,10
Cargo ships,2484,8
Cargo ships,2484,5
Cargo ships,2484,5
Cargo ships,2565,90
Cargo ships,2565,86
Cargo ships,2565,85
Cargo ships,2565,83
Cargo ships,2565,82
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,80
Cargo ships,2565,79
Cargo ships,2565,79
Cargo ships,2565,79
Cargo ships,2565,79
Cargo ships,2565,79
Cargo ships,2565,78
Cargo ships,2565,78
Cargo ships,2565,77
Cargo ships,2565,77
Cargo ships,2565,77
Cargo ships,2565,76
Cargo ships,2565,75
Cargo ships,2565,75
Cargo ships,2565,75
Cargo ships,2565,74
Cargo ships,2565,74
Cargo ships,2565,74
Cargo ships,2565,74
Cargo ships,2565,74
Cargo ships,2565,73
Cargo ships,2565,72
Cargo ships,2565,72
Cargo ships,2565,72
Cargo ships,2565,72
Cargo ships,2565,72
Cargo ships,2565,72
Cargo ships,2565,71
Cargo ships,2565,71
Cargo ships,2565,71
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,70
Cargo ships,2565,69
Cargo ships,2565,68
Cargo ships,2565,67
Cargo ships,2565,60
Cargo ships,2565,54
Cargo ships,2565,24
Cargo ships,2565,24
Cargo ships,2565,24
Cargo ships,2565,20
Cargo ships,2565,18
Cargo ships,2565,14
Cargo ships,2565,14
Cargo ships,2565,10
Cargo ships,2565,8
Cargo ships,2565,8
Cargo ships,2565,8
Cargo ships,2565,8
Cargo ships,2565,7
Cargo ships,2648,90
Cargo ships,2648,87
Cargo ships,2648,85
Cargo ships,2648,85
Cargo ships,2648,85
Cargo ships,2648,85
Cargo ships,2648,85
Cargo ships,2648,84
Cargo ships,2648,84
Cargo ships,2648,82
Cargo ships,2648,81
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,80
Cargo ships,2648,79
Cargo ships,2648,78
Cargo ships,2648,77
Cargo ships,2648,77
Cargo ships,2648,77
Cargo ships,2648,77
Cargo ships,2648,76
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,75
Cargo ships,2648,73
Cargo ships,2648,73
Cargo ships,2648,72
Cargo ships,2648,71
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,70
Cargo ships,2648,69
Cargo ships,2648,68
Cargo ships,2648,65
Cargo ships,2648,65
Cargo ships,2648,63
Cargo ships,2648,63
Cargo ships,2648,61
Cargo ships,2648,60
Cargo ships,2648,53
Cargo ships,2648,52
Cargo ships,2648,48
Cargo ships,2648,32
Cargo ships,2648,26
Cargo ships,2648,20
Cargo ships,2648,20
Cargo ships,2648,10
Cargo ships,2648,10
Cargo ships,2648,10
Cargo ships,2648,10
Cargo ships,2648,10
Cargo ships,2648,5
Cargo ships,2648,5
Cargo ships,2732,90
Cargo ships,2732,90
Cargo ships,2732,90
Cargo ships,2732,90
Cargo ships,2732,88
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,86
Cargo ships,2732,85
Cargo ships,2732,85
Cargo ships,2732,85
Cargo ships,2732,84
Cargo ships,2732,83
Cargo ships,2732,83
Cargo ships,2732,83
Cargo ships,2732,83
Cargo ships,2732,83
Cargo ships,2732,82
Cargo ships,2732,82
Cargo ships,2732,82
Cargo ships,2732,82
Cargo ships,2732,81
Cargo ships,2732,81
Cargo ships,2732,81
Cargo ships,2732,81
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,80
Cargo ships,2732,79
Cargo ships,2732,79
Cargo ships,2732,79
Cargo ships,2732,79
Cargo ships,2732,79
Cargo ships,2732,79
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,78
Cargo ships,2732,77
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,76
Cargo ships,2732,75
Cargo ships,2732,75
Cargo ships,2732,75
Cargo ships,2732,75
Cargo ships,2732,75
Cargo ships,2732,75
Cargo ships,2732,74
Cargo ships,2732,73
Cargo ships,2732,73
Cargo ships,2732,73
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,72
Cargo ships,2732,71
Cargo ships,2732,71
Cargo ships,2732,71
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,70
Cargo ships,2732,66
Cargo ships,2732,66
Cargo ships,2732,65
Cargo ships,2732,60
Cargo ships,2732,42
Cargo ships,2732,26
Cargo ships,2732,26
Cargo ships,2732,20
Cargo ships,2732,10
Cargo ships,2819,90
Cargo ships,2819,89
Cargo ships,2819,88
Cargo ships,2819,88
Cargo ships,2819,87
Cargo ships,2819,87
Cargo ships,2819,86
Cargo ships,2819,85
Cargo ships,2819,85
Cargo ships,2819,85
Cargo ships,2819,85
Cargo ships,2819,83
Cargo ships,2819,83
Cargo ships,2819,82
Cargo ships,2819,82
Cargo ships,2819,82
Cargo ships,2819,82
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,81
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,80
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,79
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,78
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,77
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,76
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,75
Cargo ships,2819,74
Cargo ships,2819,74
Cargo ships,2819,74
Cargo ships,2819,74
Cargo ships,2819,74
Cargo ships,2819,73
Cargo ships,2819,73
Cargo ships,2819,73
Cargo ships,2819,73
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,72
Cargo ships,2819,71
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,70
Cargo ships,2819,69
Cargo ships,2819,69
Cargo ships,2819,69
Cargo ships,2819,69
Cargo ships,2819,68
Cargo ships,2819,67
Cargo ships,2819,67
Cargo ships,2819,67
Cargo ships,2819,66
Cargo ships,2819,65
Cargo ships,2819,64
Cargo ships,2819,62
Cargo ships,2819,60
Cargo ships,2819,60
Cargo ships,2819,60
Cargo ships,2819,60
Cargo ships,2819,60
Cargo ships,2819,60
Cargo ships,2819,53
Cargo ships,2819,50
Cargo ships,2819,7
Cargo ships,2907,98
Cargo ships,2907,95
Cargo ships,2907,90
Cargo ships,2907,90
Cargo ships,2907,90
Cargo ships,2907,90
Cargo ships,2907,89
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,88
Cargo ships,2907,87
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,86
Cargo ships,2907,85
Cargo ships,2907,84
Cargo ships,2907,84
Cargo ships,2907,84
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,83
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,82
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,81
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,80
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,79
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,78
Cargo ships,2907,77
Cargo ships,2907,77
Cargo ships,2907,77
Cargo ships,2907,77
Cargo ships,2907,77
Cargo ships,2907,77
Cargo ships,2907,76
Cargo ships,2907,76
Cargo ships,2907,76
Cargo ships,2907,76
Cargo ships,2907,76
Cargo ships,2907,76
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,75
Cargo ships,2907,74
Cargo ships,2907,74
Cargo ships,2907,74
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,73
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,72
Cargo ships,2907,71
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,70
Cargo ships,2907,69
Cargo ships,2907,68
Cargo ships,2907,68
Cargo ships,2907,68
Cargo ships,2907,66
Cargo ships,2907,65
Cargo ships,2907,60
Cargo ships,2907,50
Cargo ships,2907,50
Cargo ships,2907,49
Cargo ships,2907,49
Cargo ships,2907,49
Cargo ships,2907,48
Cargo ships,2907,35
Cargo ships,2907,34
Cargo ships,2907,23
Cargo ships,2907,18
Cargo ships,2907,18
Cargo ships,2907,18
Cargo ships,2907,12
Cargo ships,2907,8
Cargo ships,2907,8
Cargo ships,2907,7
Cargo ships,2907,6
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,90
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,89
Cargo ships,2996,88
Cargo ships,2996,88
Cargo ships,2996,88
Cargo ships,2996,88
Cargo ships,2996,88
Cargo ships,2996,87
Cargo ships,2996,87
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,86
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,85
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,84
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,83
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,82
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,81
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
Cargo ships,2996,80
